"Date","Tickers"
"2014-11-11","SWKS WBK DISCK SIRI GRPN SPWR NWS NWSA PGLC COP TEVA GLPGF BAMM AEO CCLP VIA GME SCTY PBI KNDI BAC IP OIBR GILD ROGFF FMNB MSFT OA BBRY ARNA PEP TTWO TSLA YHOO CZNC LGORF BDR IAC FBR NGD SDRL BDX AUY TGA ALXXF MTDR OCAT BA KO BBW NKTR AGN AMZN INTC EBIX BKD ONVO HYH KMB VFC T FSLR CUBI EVR GDPM LEN VUZI GSS MDW TWOU VALE SUNEQ AL SN HK MATN XPO FCX WYNN ATRBF ITG LO MO RAI GPRO UPS EOG WNARF CLD"
"2014-11-12","GRPN YHOO NOK QCOM ATVI GOOG GOOGL BBRY BABA AUQ RGR ESV LGORF HOS MTGRF GILD MAR HSBC FLWS MHG SLW NFLX F CRNT GLUU PLNR SBUX PGNPQ INTC PVG EXAC PSDNF IMN T CTSH SWIR STZ RT PSG TSLA SDRL FB CMCSA EFLVF TX VALE VIP BBBY CSCO PDLI HYGS TNXP KING CGOOF OEC IRDM COH DVN C APC GOGO ORCL TSEM GLW AGCO CVS FRM DLA MWW TCPTF GLGDF MMM NGD ORVMF IAG CVX RVP SCTY"
"2014-11-13","TWTR XRX BP DIS YHOO GM AKG MA CWEI DOW CTL RAD BABA DNN WFM JNJ SDRL CBPX SLCA ATW ADXS WIX WCIC BBRY A RGDX FTR RAX GOOG GOOGL YELP KORS AEM CVX GARWF PETM KO ASPX RSPRF PRSS SODA FLR ARNA VER HZNP MTDR BBY SFY BIND SLW HTZ NESRF NERV MHO SCTY IBM RIG AUQ USAPF MMM MCK HES LMT PHNHF PLUG IDSA GMCR BRKB DE NOAH EMR JCP XOM COST MDR TIF GG BLMN KMI KMR USGIF AAPL"
"2012-03-27","PARL DELL AGN YNDX GD PBR GSFVF P GPT STO FCX MA GLUU XOM EXC IF PTINY TLK AEG AONEQ AA CAT C PEP BIDU NBIX MSFT YRCW BHP FNSR MRK AEO DIS INTC GOOG AAPL FSLR MAPP SBGI INTT RRTS CSCO OPEN RAX NFYEF IBM BSBR CRIS PCLN SQNS VRX ACHN JBL AGCO ORCL MOGLF ING ACN SIGA POT SIRI YHOO"
"2014-11-18","CVS PGNPQ BBRY JWN MCD VLO PMOIY CAPEX TAHO BLDP PPP CVX HES BRKB MAT OR IRBT SDRL ATW NE DIS MSFT BHI INTC GILD ISCA BABA ZAYO WWAV LF HAL GM CLDX DVA EBAY AAPL ABX BA WMT GBX SE FNMA SPLS KFRC VASC PLUG FWM KHC XIN AIG MDT ENTA MEG GPRO MCPIQ AMZN SCTY OMEX STLD ICGQF PFHO VIAB SLW JACK HAS INVE CHUY EADSY CTB MYL FOLD P SNY AGN VRX LARK PNTR BAX MMM CGEAF HCHC FB OIBR CSIQ PDFS KELYA RAVE MDXG SEV VPCO EDGW DTSI HIMX CSCO DWA COP EXAS PSEC JCI GE MCO AGNC RVREF PRSS EXEL AVNZF SPOXF AKG AGMIF OA DVN"
"2014-11-19","OROCF HD MDRX VIPS CVX BRKB EA NOG GARWF RIG KPLUY TJX AMD GTN URALL POT CONE BIDU WB NFLX BBRY PFE VIVMD TSLA C COP NSSC ENPH JD DRYS DDC BIIB AAP EXETF GPN CBI FB ALSN AIRI SVLC CPST GSB PNRA CLVS GILD A TRST WLT INTC AAPL DSKY ATUSF WATT URBN SLI MOBI EOPN SUNEQ QUOT CLF CGOOF HBAPF PGNPQ ABCD IBN KNDI DIS JOEZ FNGN AGO GE RSPP FSLR LKQ GLNIF AINC FCX SIEGY M MISVF NUSMF FNMA AT IRNRF ARO UNP PANRF VYFC PTSI"
"2014-12-19","AAPL CHPGF ARIS LSG BIDU RIG YUM MRO GTATQ UNP FBSS ABB ABX PWE PE NSU NE YGE PRMLY KTOS XOM AUY JACK VSLR ERF CSX CCNMF FSM MSFT VBIV RAD OREX INTU TSLA CM OHGI F WLT GOOGL GOOG MZOR SLCA DHI TNAV CVGI GPS SWYDF PGNPQ SBUX SGEN PVAHQ HRTG PSDNF DVA CRMT AA H MEQYF HQY GILD GTIM MT BA DAL DD CECO TASR AZN TRV SIAF CVS PAAS TWX"
"2014-12-18","SBUX CBGDF FDX AXAS NHYDY SAAGF SDRL RNFTF ORCL DWCH AUY WDC APA AVGO JNPR AYI TMUS VET BBRY GERN ALXN TTEK ABX LBRDK SPWR LSG CRM TGD GPRO JOY PANRF MEET COSWF BCRX AUSDF CNI CP OTTR BIIB RSPP LUV AMZN APPCQ SIRI WTW SAND HLUYY PBR VLO BA SONS WBA ROSE DLTR ANRZQ COTY CCL AWLCF THRM MU MEMP KR FLO ARCH CNTY BBG TROW FIZZ SAM CSIQ FSLR BLT WPX DAL GILD TOUR IFNNY MNGA DISCA GRUB OIBR GELYY DOOR BALT DRYS NM UURAF IMOS ADK LUNMF ATVI NC QIHU CHWTY KGC YY ATW BHI CAM GLW PEP SHERF"
"2012-04-12","VXX AMAT BBY AVL CRUS P ESV AKS BTUUQ FCX FSLR JASO JKS OGZPY XRX PG OUTR AAPL VRX EXK KERX CCJ TWX SYRG RPRX BHP BAC APC ACHN COOL HPQ ALSK PHRX RHHBY SNE MSFT DANG TESO WMT GOOG TICC BMY VMW BIOD CSCO ARLP MO GM GALE GTE CHK DVN ORCL SIRI"
"2012-04-13","CTL SIRI VALE INTC AAPL GOOG P DEER VRX FCSMF NGPHF REMX FCX GTATQ BVN SNI SHW MT WPRT PES YHOO SCHN JAGGF CAAS MSFT CHK VVUS APC ZNGA MO TPLM FIRE SAH SKUL ADBE C JPM BAC LMCA NCTY TVIA TAS NVIV COP NOK NTDOY CYT DNDN GM"
"2012-04-14","AAPL"
"2012-04-15","RENN RSH APA NSC GE GRPN CMP SAP F CSCO CAT CRIS MO GM AAPL RL"
"2012-04-16","FH GOOG ICUI DVMT CVX E SPY C BBRY NOK MSFT GS AAPL CSCO PRZM SLP CBK EQU DUSA SIRI PCLN MNK CDXS AONEQ VALV IMUC KAMN CRM REGN KBH RTNB JPM SKX LVS PBTH DMND MCK TEX GRIF TISA SDRL VNR GSK NVO VZ BHP SVU GNTX URA SRCL CVC MNST TITN DNDN CNH"
"2012-04-17","CGR SGYP INTC AAPL AMT AMZN KBR GOOG MU DV LOW BECN LNCR GALE OMER OPK WFC COG BP PPG CRM SA ZGNX LVLT AG FURX YHOO DELL EDAP AIG NRG VVUS GG NSU PIR BIDU EPGNF GWMGF P SIRI GE C JPM CHK AU CLB RNSDF SPPI WMT PNK GSFVF STT KITD IBM FSLR DRIV LMCA DVN MRK CTL FCX ORCL"
"2014-12-11","VZ BURL WLT LSG FB C CCNI TCPTF DWA MIK MDGL ESV DAL V GWGWF PLG KING CCCL CCXI AMAVF XOM KZ F WDC INTC AR SFTBY TLM AGEN TDW FANG MELI VIAB VIA UAL LINEQ AVGO TSLA NOK DPZ AAPL FSC NE PVAHQ KHC RGDX KBH CLNE SHLD AXE BTUUQ CLF ATLS INBK ADUS SDRL SCKT COP TRUE HAL CBI AMD VHC YY GM DECK CCNMF GELYY AMTX LUCRF PLGTF AXX ANV MRK RVREF"
"2014-12-10","FB AAPL SWHC JNJ NBL SAVE VMW CVX PVG DEL AWAY DEO MEET AVD BP STI RVREF LOW BPIRY GREK NBGGY C GLOP PQ NEM AEM KR KMI RGR BBRY TSL DVAX OCANF AMZN JST AUY SGEN SSNLF ZU SLCA CTO ANV WDC DIS CECO PSDNF CMCSA OGXI SU JPM DRYS ZBRA SNE AGX TRN DATA CIMT DDD INVE RST AKAO TCCLF NVAX ARO AZO CY HRZL PGDIF GPS CTSH CWCO ACDVF NPD ERII SDRL ABGLF BAS QRVO HLS KO AEBZY BA DO WDFC ACET YUM VIAS TTMI KGILF CALVF"
"2014-12-13","S KMI AAPL GPRO TGB BRKNF COP NYRSY LC POZN BTG CNAT NFX SPLS AMIGF FTR RJCTF ADBE POST YY EOG BOOT BNK CZR ARRY SRGHY OSAGF BCOV BP AAL BDC BID BIRNF"
"2014-12-12","BP QCOM KDIAF INTC DD TGB BOBE MSFT RH TSLA MTP WBA AXAS AAPL PCP CALM VMEM FRAN VMI NOC MDGL CEL ICGQF UTX SSRI GLP GOGO COF NFLX JCP AAL INVN REX ORCL DRYS DHT EOX SIRI SDRL DEPO TWTR FCAU MC LULU GGB EADSF COP FOSL SRPT NTDOY AUY GE BA PIFYF MDXG FSLR ROST MCHX SKIS OSTK CSIQ NSC CVX AGGZF SFLY DHR AFSI COH BAC"
"2014-12-15","ULTA TM ADBE BTG BRPPF FLL EBAY CONN LTOUF TLM VLO TTM KMI SSE MCD AUQ CPST CETX GILD ANGI ARTNA TSN TETAA NSU EVDY RDSA RDSB COH LEMIF TMRC MTSI SCTY SAND NUSMF CME CRRGF MSFT ABX BA BABA TRIP MRK OIBR OMEX MDLZ INTC YGE HSY ALK TGD ARNA OREX VVUS BRS DRYS ATEA SSRI CHD WBA DKS DRII LSG PSEC INVN FB MTZ TGA NAVB NDSN IDSY GUYFF RTRAF AAPL EADSF EADSY"
"2014-12-14","OAS DAL SCVL INTC PFIE TSLA CREE UBNT LB SNE AAN ORCL PANRF COP OILT MAT FTK SSRI"
"2014-12-17","CSCO AAPL OR JPM MDRPF ORVMF ASPX BWFG APA CVX ESV FITB TTWO PKT WWE RVBD ALDW DDD SPLK RENN NUAN BABA JD GPL PGLC INVE FMSA IFF VOD GIS AUQ ESI RWLK MSLP STLD ISSI HW ARAY WYY NLNK JBLU AMGN AMZN TPX TFM ESNC ADDYY KMT AUY MRK SDRL SWKS MNTX CARB HOV PDCE BA ANRZQ IVC RIG SCSS LPI CRM CFR AMBA F MDVN LINEQ QIHU GILD SCTY UBNT KGILF AEPI CCJ EBODF BNCC OI TSLA GE WFM AA MMM FENG ALIAF FOX FOXA FSLR AAU"
"2014-12-16","NSU AZO INTC EOG MU CSIQ SAND WMT NOK AMZN DAL DO TCK KORS JASO CLC PETM APL GG FITB DOW EMR HOFT VOD VZ MSFT AUY GS NOV XXII VMI S GTIM VALE MTLS JPM FB AAL EA EXPE GILD CRNT RYAM BLT CVRR CELGZ ISSC IMKTA IRBT CMCO SYF BA IBM GOLD KANG VMW DPLO WPRT JCP KEG PGNPQ TBPH IPAR FCX SSTK VVUS PSUN VWR ITTNF GPT VGR RWWI BBRY FRO DWA GE BABA SM HON PDCE EXEL PDCO GLW YNDX BCAUY FNFG FH"
"2008-12-17","JOY BUCY CHK PSEM AIPC UGA OIL USO BARE AVP EL SYY JCI GE OC CVS MHS FMCN AAPL BGPIQ SFL ANW GNK"
"2006-08-21","HAFC NKE CFC"
"2009-10-31","BEST CBEH PTR NPK ARO FUQI"
"2009-10-30","ECOL KO AMZN NFLX WYN FSYS XTO CHK UNG TYL UNIFF WST SNY BRF FSLR TAN KWT MATK BP LOGM BIDU"
"2011-06-30","GMCR NSC CLR OAS EOG MSFT AES DPL LEA MOS POT AGU PSS BMY GOOG NOOF DRCO OUTR PARL DAVE BIDU SINA YOKU RLGT AAPL NXPI STP XOM"
"2011-10-01","NSANY"
"2011-10-03","STP FSLR CBOU VZ AAPL BZ CRL CVD PPDI TAC FDO DNDN FCX TCK SCCO V DG COST WMT DTLK DIS BBRY LMT ISRG EXPE WCN WM SRCL HUM SNTS GSK F CPST BRKA KKR BP KODK IMAX KMX BAC JPM MS SVM ADSK YHOO SNE MNDO ANRZQ HOLX VAR NFLX MGM WYNN LVS"
"2011-10-02","ARAY YHOO MRO XOM MPC SIRI DPS BDX MCHP ADI MXIM MDT AMZN MSFT DNDN SGMO COSWF IDCC PSMT JCI ENS XIDEQ"
"2011-10-05","WFM BGS F BWLD SD RENN IOC CEDC UWN BLK BIDU PPO AMZN BP CHK AAPL STRL GM KMI PNR POT MOS MON JPM EBAY PPP SIRI AVGO IIN COST ARR"
"2011-10-04","S AAPL T TZOO FSLR SPWR STP CQP D VZ CTL GOOG CSCO SUMR NVO POT LSTMF HMC LUV SLB KERX F MSFT BAC AAL SIRI IGT UWN INTC TSL YGE AMZN SMTGF CCM EXC CLBS MDT"
"2011-10-07","SNWV CBI RHT AAPL TWX ATVI CTRP IBM DWA BRKA BAC BLK MS ITT SIAL EMIS WLT ARCH"
"2011-10-06","WLT ARCH BTUUQ GILD AA AAPL RIO ILMN ECTE MNKD KERX DNDN GLW ACAS S NOG FST ASENQ EBIX CRK OCZ ORCL COG IMUC DRYS VFC YRCW CMG GEOI AMZN HAL BHI SLB"
"2011-10-09","AGN COH EFX NFLX WYNN KSS HAST SKT DRYS WBA"
"2006-07-03","NVS PFE CNCTOLD IBN"
"2006-07-05","ORBK CAMT HWCC FLSH FTEK APA BP GSF DRYS ALEX DSX"
"2006-07-07","CHKP RTLX"
"2006-07-06","CROX PSDV"
"2011-08-08","INTC F ANF GLW ORCL AAPL CDXC SBUX SKH SUNH ENSG IDXX MDLZ SIRI WETF TXRH QGEN PRU CLDX NKE KRA NOV SLB HAL SOHU OMEX"
"2013-10-29","BBRY MOS CF CLNE TEVA X CMCSA CANF SLAB ONVO PZN MSFT EMN AKRRF ARNA IBM NUS TGT AVGO GCVRZ SNY DAL BMY WBA CSIQ DQ FSLR NGD GSIT PSTR MMM NEON NOK EZPW ATUSF VZ NQ CRM BCE VALE SKUL QDRSF ALSWF BLDR SXE CAT T CDNS ACFN LLY WMT WSTG BDSI AAPL ATNM CLF AKG BTH BAC GE HPQ AMZN UA ZNGA NFLX EPRS HLF NOV AMD AEM SIRI JMHLY JSHLY TSLA"
"2013-10-28","DWRE SWRL NLS RE DE MSB NOV CINF AMZN MANH AAPL FRM INUV TSLA KORS SD ATNM SIRI CVX DRAD JAZZ INTC UA ARII BIOYF CAT MDT XOM GM SLAB BBRY GEVO SBUX ATTU DNDN MTP EPD ZQK BHP FDP INVS AWLCF UTL ENH YONG ALK CRUS TGA CEL BEAM GG DD TMBCF CMDXF CGI GE SSH AMD BAC"
"2011-08-09","STVI DMD CSCO F IMAX SPPI YHOO XIDEQ ALXA REX TEVA VALE GM ARRY HPQ CBOE CLCT BAC AIG PRU IBM STV WYNN NYCB CSUN JEC SIRI"
"2013-10-25","COST PWE ILMN WFM PDII MSFT TD GM ABB PH FAN MFC TIF ORCL NFLX TRN LINEQ SCTY SMBC AAPL SYNA ARP ELY KMX AMD LEA MU PCLN M INFI RVBD ATRI BBRY MGT AMRN AUDC HPQ HIMX F FDX UA ABM ARNA SAN POT T NQ YHOO CLF DREUF STNG MFI JCOUF IBM GOGO SUPX SCSC AAL GURE PNBI RNF CCXI LDRH CECO SQM INTC STO SWN LNKD GLW A VHC"
"2013-10-24","KGJI MSFT VNDA VALE CLF SCPZF CSX PNRA CRM HA RIO AMD PACB HOLL DVA FMS PTAXF BBRY VAC WLL SMCI AEM COH DRRSF DECN INTC IBM ANGYF MAT NVDA BCOV FSLR CYTX GG SWRL EPRS CLSN WMT AWLCF FREEF ISDR SALDF AMZN LNN TMOAF HBAPF PGH RTMAF JCP MU MKL T DPZ QCOM SATS MTG BURCA DVMT PBPB AMRN SBUX BSPM CPHI RWC EA SNP CAT"
"2013-10-27","BRKB QBAK LNDC WMT AAL AAPL AMCX AMZN NFLX STRZA MDLZ VSTM VECO KALU BODY CVM USAK DK IBM CECO MSFT MFCSF DRRSF"
"2013-10-26","SU INTC MS ASFI AAV ISLE CNPLF MLNK MSFT CHK CTXS"
"2013-10-21","ETM NPTN INO KOG LNDC SRPT WWTH AAPL DVN AMZN WGO PTLA ETP KMP ETE MCD RGRLF UNT NCIT JCP GE CLBS CELG BAC C COF ALR AMD AMRN ADSK OUTR SIFY INAP CREE UTEK UTX BAX SSH CCGI ATVI FTK NAVB CLR EOG VHC GS GEAHF CCIH STLD EBAY RIO CWTR NOK NQ MMM MU"
"2013-10-20","HNH PSDV AMD CONE BCC MRIN NWN NGD BSFT SKX MGAM AAPL JCP KMP MU GG FUEL"
"2013-10-23","MSFT VRTX TRQ GLUSF NOK JNJ DDD VMEM STML SHPG AMRN AAPL TEVA POZN CHTP VJET TVIA JCP KO MU IONS AMD IMUC HD LOW TTWO AAGLF CSCO VHC ABBV UFPI IIVI MEET COST IBM C INTC UREE RGSE CDOM SVCTF CHDRY MIFI FRNK FCX AMWD V MC GLW SSNLF LNDC EBIX RST WMT AMZN MGI ATTU JPM NQ FRX"
"2013-10-22","BCOR SBUX HPQ ERN XRTX CLF SILC ARNA HTBX AXP CSCO YHOO ERF KO NOV INTC SRLP HLF HES AGU VC LULU YELP AMD TSLA WRB UPLMQ JAZZ KBH CSL RTN WMT UBSFY V PVG SIRI PG SPY OMED GOOG GT PBR ALJJ AOL CREE GE WILN REGN GDPM DNKN DRAGF FCX T VZ CWEI WLL BKE CDPYF PICO FURGF GPT DEPO HSNI OCLR KRNY OFIX TEX IBM AMZN DIS SSH PVAHQ AAPL CSX NWSA NWS"
"2012-07-15","AMD INTC CMRE KOG AMRN NEPT AMRC AAL GE MA ETN V TRN NOK KO BMY S MFC T CFNL BAC"
"2012-07-14","DSS MSFT GS"
"2012-07-17","PEP BTUUQ S NBGGY KO GEOS AXP BAC JPM STEM NOK FB QCOM GILD CPST OTIV VMW CAT NRG LAZ EOG ORCL PRX JOEZ MSFT HPQ VVUS DNKN ICUI GM YHOO AIG GOOG ABX NVDA PBR CLBS SVU C AMZN"
"2012-07-16","ATVI OTIV YHOO VMW RIG WPRT INTC QCOM TSM ARCO VVUS V PG DECK ABT DNDN ELY ALNY NOK NFLX HES F T GM SIRI IMOS MSFT LMCA IMN CMCSA UTSI VELTF ARNA GTE WFC TWX ANTH BHP C GSK DVMT PNRA ETN DIS THLD ZIOP TVIA AMRN AAPL AEO BBD ITUB NIHD SJT IMSCQ SVU"
"2012-07-11","AA RPXC INTC EXEL VVUS AAPL DELL HPQ AVGO GOOG QRVO IDCC DAL UAL AAL PG SYMC CSCO MNK TMUS NKE BBBY AMZN INVN DVMT VZ F CBOU FURX ISRG JPM SIRI BLLAY ASML PEP SEED KO LVS CMS MSFT LDK ABT NFLX OMAB GMCR VLO SPPI PTEN LGF PFE ABAX COST BRCD GTATQ CR"
"2012-07-10","GE VOXX VVUS UN EQU SIRI CSCO NAVB MU SBLK EMR VZ MDT JPM PCXCQ ATRS PEP CMI JCI VG JOY RPTP MELI PWER T MSFT KO MCD NKE AMZN AA AMD NYX PCLN BMTI FSLR TSL YGE OMEX PBTH TEVA MRIC NVDA IGXT GLD QLGC BFRE BGY CDXS BPI MNK MAKO XEC MA DE IMSCQ SPR GOOG DOV USB VMW DFS OMPI MDGL"
"2012-07-13","GOOG JST CPST WPRT WFC VELTF PG DRI CF CORN DBA GNC USNA CXM SIRI BA BPI PESI CSIQ KERX SWY SPLS MNK UAL MO MT LBIX MCD SVU C LLEN"
"2012-07-12","AAPL WIN GLW COH HPQ ATHOF ABX SVU VVUS XOM RHT UTX GS SIRI AGN HLF CAT FSTR JCP TOT WFC DNDN NOK AMZN INTC JOY CHK OPTT BMY AMRN R FB BAH GM TVIA S AA NTGR G DWA"
"2006-04-28","CSCO NETL GSK PFE LLY MSFT INTC BGG XOM"
"2009-05-09","BCE PEP ACL SEP"
"2012-07-19","TGT EBAY IBM CLBS MO KMB T LNG PH SYK AAPL GMCR GOOG STP MSFT JNJ NUE AMZN DE C IBKR TRW IMAX AGEN SIRI WBA JPM MNK DUK OMEX WFM SBUX WHZT"
"2012-07-18","BAC LFVN TEX HPQ DDMGQ NOK STX STJ C PG IM IBKR INTC DELL APEI USB QCCO SIRI TINY EOG BBRY ADSK VVUS PSTI AMRS NFX BDRAF CAT NBL CSX LULU BDRSF LNKD CMG CSCO JNJ DWA S IVAC HA LTM YHOO KO"
"2010-07-08","EWT GXG EPU TSCDY IMUC AOMFF BDRBF NFYIF MQBKY CSKI BBY TIF WMT BBRY VSH HK SWN DVN AFFY EWJ AIA VTI SPY VEU FNSR"
"2010-07-09","WFC ERF GDX GLD PHYS CUB DEP DPM GSS CGCOLD SXL SUN RDSMY GE ATHN CREE FDO DTEGY SNBC"
"2010-09-08","OIL EWG BAL XLE EWP GSG FAZ NSM NAV DBA POT MOS NUE ACGY BOBE ESLT PZD PBD QCLN SCCO FCX OXY KMB SWY OSGB VXZ"
"2010-09-09","ESLRQ SOL LDK DMLP EPD AEP"
"2011-08-01","REX JNJ LAWS GOOG ANIP PFE PG BOLT SIRI KIRK AAPL SPLS FEIC V GME EDGR CELG BODY"
"2010-09-02","GLD EEM FTNT GIII NNI AMZN RHT CRM LB KBH EWY EIDO CHXX PAR MFE COGTOLD MDTH ALIF ISPH AGN BFB LLY AVXL FMCN NTES BBY WMT RSH GIS AAPL"
"2016-06-09","BAC NVDA NEWT MEMP FB CHAT MIDD IBM GARWF DIS AAPL XCO MLP GLYC GDOT DRI TKAT AMZN INFY MTN DLTR MOV LVS ACAD VNCE SAP GM F MT RYCEY TMUS FMC WMT AXP TSLA MCRB SDRL FOGO CLR ERII JPXGY ASML SLW HD CCJ CBU TRU VRX CDXC"
"2007-01-10","EXFO VRSN MCHX IONS WFM OATS HAIN JPM DOW MON DELL SMTE EEM AGG EFA"
"2010-09-01","FCX CU GLD MOO SPY CORN EZA SLX HAP JOY MWW DVN EOG OXY IGE ENB MLPI AMJ DGIT RAMPF MGMXF RUGGF MO ATNI CASY DMLP KEM EXC LRLCY NSRGY SNP PTR MSFT GBG GDXJ GDX AAPL"
"2010-09-06","ETM GORO ABX NEM"
"2010-09-07","ATW HPQ LXK PIE KYN FMO AMLP FMCN CNQ COSWF CVE GLD GRU CORN MO SYY PG RDSB ARLP TEF PEYUF DEO VZ HCC IMPUY GDX ANV EGO AEP CNP D JCI BP MMM SPY AWH O MSFT NTDOY SNE NWL ASTX CELG SGEN XEC CHBT ONP HQCL ARNA CNI UNP CSX NEWN MQBKY CLDX PFE CAH DRI FDS AMBO DVN"
"2010-09-04","RRC CPB FXG XLP"
"2016-06-08","EADSY AAON ACAD ARLP CAT AHP BRS TEN PRAA WIA WIW VRSN AMC AMWD FNMA FMCC WPG F GM FCAU AAPL DLTH NBEV BINCF LNG NKE AMZN RIG ALDW BGS FLO GIS WIX WNC SEAS DNGDF MMM SDRL CDK MITK KO KOF CSIQ FSLR SCTY BA CVEO AMD LLL"
"2016-01-31","MU GPRO SRCL GILD VALE TGT AAPL NLNK TERP PFSW NPIFF ETP GSK BBEPQ CMG HSY SBUX BX LANC"
"2016-01-30","FLEX MCD SAM NUE VCO EVHC KRYAY PFSW DLTH ENV MSGN"
"2012-12-02","GS JPM DOX EBAY FMX GE FSLR CHK AAPL LVS MRK BBRY F SIRI LMCA"
"2012-12-03","OCZ MTW AMGN SBUX FENG BRKA ACAD NESC BMTI KR MTP LEE TLF JCP COH DNDN LNVGY LNVGF BAC SKUL KSS DK HBAN CLR INTC NVDA NUE CDNN CCGI ECTYQ AUDC STVF TATYY INGR CSCO ALXN MO PM DELL SD AKAM MSFT TSLA BBRY MNK NGVC LF AMAVF NWS NWSA TVIA MGT IRG ECTE BLRX UPS TEVA ORCL FH FCX SCCO GE SIEGY LBY"
"2012-12-04","KMP MEIP BRKB BRKA BC KO SIRI STJ GSVC CUR CVX UNH F ESCA NEM ARNBF SWHC NOK GALE FSLR FB NPSP DE GOOG EQIX PNR DLTR DELL DDS IMGN VZ PERI AMRN GSK JAGGF GRPN TIVO SFLY AAPL HEB KSS EXEL CASC MTP AZN KNDI"
"2012-12-05","PSTI PBTH BRKB BRKA FB INTC MFON FMX TEVA GLW MWA SIRI VIA VIAB QLGC GMCR SBUX AMZG BP MRO NS P MA MSFT FCX UAL BBRY NOK PNFP KR DE WDC ACAD SRPT ALXA SCHL TSLA HK ABHD MRK HA XRM RGEN DLB MSLP ANFI TLAB TM UEPS AMCX"
"2012-12-06","CVM PFHO NVDA AIG SIRI TROW KSS BIDU NFLX TEVA ZNGA MSCC MGT NBL AAPL DDD ACRX LMCA CLSN DSS MNK MACK OCAT PRTK UA WFT ONCS ISRG FH FB BHI INTC ZION WD AUY LAS LINEQ BLRX MSFT NOK CLR YHOO SSRI AUTO HILL DNB IMSCQ NATDF PCRX AMZN FCX Z"
"2012-12-07","SOQ XSD ATRS INTC TGI TRN URS GMO ARNA FLWS APA KGC LABL AAPL SNTS P BBRY PRTK OLED KMP PFE BMY GRVY F MNK ACAD IMI MSPD NVDA FH UHS FCX IVAN MCD GE ABEV LULU WWE USB IBM GOOG HAR PSX NGCRF AMZN VLO EVC ACRX HFC NFLX DDD DXM TITN"
"2012-12-08","GRPN GILD"
"2012-12-09","HK GOOG GPRC F NOK CEB"
"2008-06-06","FSLR SPWR STP MDR INFY WIT ARCH PCXCQ BTUUQ AIR XLF WMT LEH MER VZ MCGC FRFHF MITI"
"2010-10-12","UWN ARC GE UTX KMG DE PZZA HGG BBY ALXA SCCO GDX GOLD FPX MSFT MDT CCJ PALAF SXRZF CBP REZ EQR AVB ACCP GNBT GLD SLV AU ATPAQ TSYS SY"
"2008-06-01","XLY RTH WMT MKL BRKA ETN GE GM TM RIBT"
"2009-06-29","EEM EVVV MWE DMLP OPTR NPK MO GLBLOLD LMNX MSFT PETM ACAS HTS O JEC CSCO EFA FXI GPOR AN SKBI AET CI HUM ETFC SCHW AMTD HD LOW SIRI AAPL VOLC"
"2011-08-05","WMT INTC AAPL OUTR MCK FSYS F COG GBG NEM AU BRCD CHK AMCX BBRY TMUS VZ CHU SIRI DDAIF EXK DNDN ORN JPM AME ORA FDML"
"2007-03-25","AAPL FDX UPS CMGI DELL MA RHHBY NOC MCK TNIX RSH FRFHF"
"2007-01-13","HTV GTN NXST"
"2006-08-03","IDA MIND MDT RF"
"2016-06-07","NHTC DNAI EMIS ATVI SIRI WMT DELHF JCI AEGXF DECN FB ABC MY BIIB BRKB NTES DVN ULTI TSLA LMNR QCOM AXSM NTOIF NTOIY VRX JNJ WDAY GILD V MA CRM DWRE AMZN ABBV WASH SHAK SMGBY WYNN SGMO PLCE KEQU EWN RAIL BOSSY TEAM RGR NFLX PGNX ADMA GPVRF TNK SDRL HCP GS GLD CTIX VMI RVRLF ACAD SRPT SNOW KMI"
"2015-05-03","DIS APD RIG FHCO AAPL HAS MDLZ MOS LINEQ SCTY DPS GLW TWX AIG"
"2015-05-02","INTC HAL AAL TWTR FMX PGILF TVIA BBRY BABA FSLR ALOT F OCN DRC NGS PHH FCX FLWS"
"2015-05-01","HAR LL GRMN AAPL CHL TWTR ARRS SVLC OROCF TRN JNPR TSLA ENOC SCTY DIS BABA FLR LEDIF HD WOPEF ABBV F AVG FSC TGCDF HBI GOOG GOOGL MVG TDG ACOR NBIX WMGI NANO CVS STNG DRRX GSK BLK DXM XRS DDC CDNA QCOM AOL NWBO BA IAG ALXN CCJ LXRX TBBK ANF FL RXII VZ VPCO VIPS LNKD CSOD SLCA VOD H IBM CRM SPWR SPRT MTBC HLMLY FSLR GILD BRFS VRA EXSR ACLS MAS PKTEF CBI SWGAY SVU MGPI INTC SIRI MSFT"
"2016-06-06","AXTA EDVMF NTIOF EA CMC BALMF AAPL DIDI CNQ WWE ALK CSIQ TORSF VALE CLF MIICF GE TPX RPTP EXEL BA AG XYL CHK PSX RLYP MARA SBUX FBRC EXPE AMAT ALR BSQR AMD GOOG GOOGL QCOM SYNC JEC SSNLF XI HDB JNJ OZRK PRKR BIIB AMZN MON GILD WMB JVA CETX MCRB ERJ PG WCAGY WRCDF ALLY COF F ESTE XON SPWH DIS COST EXC JKS SHW CSLT UA M AGN NKE MSFT"
